,name,name_rus,texts_number,texts_percent
706,Юрій Винничук,Юрий Винничук,1,0.0003803727653100038
707,Юрій Лоцманенко,Юрий Лоцманенко,1,0.0003803727653100038
708,Юрій Мушкетик,Юрий Мушкетик,1,0.0003803727653100038
709,Юрій Смолич,Юрий Смолич,1,0.0003803727653100038
710,Юрій Яновський,Юрий Яновский,1,0.0003803727653100038
711,Якуб Колас,Якуб Колас,5,0.001901863826550019
712,Янка Брыль,Янка Брыль,5,0.001901863826550019
713,Янка Купала,Янка Купала,2,0.0007607455306200076
714,Янка Маўр,Янка Мавр,6,0.002282236591860023
715,Ակսել Բակունց / Aksel Bakunc‘,Аксель Бакунц,1,0.0003803727653100038
716,Դերենիկ Դեմիրճյան / Derenik Demirčyan,Дереник Демирчян,1,0.0003803727653100038
717,Խաչատուր Աբովյան / Xač‘atur Abovyan,Хачатур Абовян,1,0.0003803727653100038
718,Րաֆֆի / Raffi,Раффи,1,0.0003803727653100038
719,鲁迅 / Lu Xun,Лу Синь,3,0.0011411182959300114
